customer_id,customer_name,email,phone,address,area,pincode,registration_date,customer_segment,total_orders,avg_order_value
13567338,Wahab Borah,bhattlakshit@example.com,912000000000,"H.No. 739, Dewan Marg
Jamshedpur 475311",Hubli–Dharwad,509163,01-06-2023,Premium,10,1054.12
7591711,Triya Kakar,xshetty@example.net,913000000000,"H.No. 65, Ratti Circle, Nellore-187667",Nagercoil,792550,02-06-2023,Regular,12,1494
22102079,Vrinda Lalla,balakrishnanyutika@example.net,918000000000,"H.No. 73
Gupta Road, Barasat 506282",Alwar,595920,03-06-2023,Premium,10,615.86
48910430,Janani Prasad,abhirambabu@example.com,919000000000,"149
Pall Path, Aurangabad-876025",Bardhaman,125846,04-06-2023,Premium,3,1474.04
27604184,Tripti Nadig,tmaster@example.com,919000000000,"04/18
Maharaj Zila
Pudukkottai 529324",Nandyal,279361,05-06-2023,New,9,1108.86
79672044,Jagdish Vora,hemangini55@example.com,916000000000,"92, Choudhury Ganj, Bhopal-000074",Hapur,964688,06-06-2023,New,8,1115.88
13461704,Zayan Ratta,shivansh35@example.com,915000000000,"33/78
Joshi Path, Ludhiana-975587",Nanded,770516,07-06-2023,Premium,4,1024.45
66135710,Zayan Thakkar,ranveer19@example.net,915000000000,"68/55, Bhattacharyya Zila, Coimbatore 134031",Ramgarh,352680,08-06-2023,New,6,308.63
50572914,Ishani Mukherjee,shivani15@example.net,916000000000,"H.No. 68, Gade Chowk
Siliguri-878991",Bihar Sharif,654429,09-06-2023,Regular,20,701.55
4386273,Jagrati Sengupta,pandeymahika@example.org,912000000000,"20, Jayaraman Zila
Khora -207127",Nandyal,494307,10-06-2023,Inactive,12,298.97
57537308,Ayush Buch,morejagdish@example.net,912000000000,"079
Goyal Zila, Bhiwani-715658",Jorhat,779981,11-06-2023,New,8,1641.88
34526442,Harita Chatterjee,gaurika82@example.com,911000000000,"H.No. 249, Malhotra
Ghaziabad-893659",Raipur,674102,12-06-2023,Regular,14,1956.45
67383024,Riya Kothari,chowdhuryimaran@example.net,918000000000,"648, Biswas Street, Jalandhar 957104",Kollam,436202,13-06-2023,Premium,14,1240.9
28350645,Alka Srinivasan,xtalwar@example.org,917000000000,"623, Bassi Chowk, Patiala-864851",Ratlam,360999,14-06-2023,Inactive,9,553
81940369,Nilima Chaudhuri,agrawalmugdha@example.com,913000000000,"H.No. 466, Bhavsar Nagar, Kalyan-Dombivli-115231",Nellore,522947,15-06-2023,Premium,10,316.79
89950235,Aarav Dayal,darsh33@example.net,913000000000,"H.No. 639
Chowdhury Path, Tadepalligudem-993818",Warangal,334280,16-06-2023,Premium,13,1179.29
88202341,Jagrati Dubey,vasatika03@example.net,916000000000,"470, Kibe Zila, Tirupati-332036",Kottayam,174979,17-06-2023,Inactive,9,644.06
41155125,Yahvi Doshi,daliaoviya@example.com,919000000000,"11
Kaul Path, Berhampore 085176",Tenali,82916,18-06-2023,Inactive,14,1454.3
46369552,Keya Modi,bbumb@example.org,917000000000,"49/76
Bansal Path, Bangalore-861073",Jaipur,688982,19-06-2023,Regular,17,456.51
48943848,Tarak Nair,atwalmeghana@example.org,914000000000,"145, Apte Street
Orai-869408",Patiala,993533,20-06-2023,Premium,13,245.46
39645619,Indira Jaggi,falaksunder@example.org,913000000000,"08/524
Toor Path, Imphal 250392",Maheshtala,740640,21-06-2023,Regular,13,1512.4
76917159,Hiral Arya,mason40@example.net,919000000000,"53/93, Saran Road, Sambhal 129176",Ludhiana,591173,22-06-2023,Premium,11,1777.83
72366758,Vedant Sengupta,xbarad@example.net,916000000000,"51/364, Dewan Path
Mumbai-975747",Ichalkaranji,228827,23-06-2023,Inactive,9,513.7
66140659,Omya Iyengar,ishanimaharaj@example.net,917000000000,"H.No. 51, Lanka Street
Bettiah 293595",Ongole,15696,24-06-2023,Premium,8,509.85
87457446,Yashodhara Sarraf,prabhudaksha@example.com,916000000000,"H.No. 80
Seshadri Chowk
Chittoor 085684",Katihar,525466,25-06-2023,Premium,7,1301.39
10830043,Gabriel Iyer,bbala@example.com,918000000000,"H.No. 369, Buch Circle, Jammu-963201",Hospet,548469,26-06-2023,New,9,899.6
97150234,Ishaan Brahmbhatt,madhavi33@example.com,918000000000,"997, Lala Path
Anantapuram-222697",Bihar Sharif,945899,27-06-2023,New,13,1527.55
72489544,Sanaya Joshi,gsampath@example.net,918000000000,"H.No. 551, Bava Chowk
Madurai-398541",Siwan,332066,28-06-2023,Inactive,17,1600.17
81352781,Brinda Bassi,jminhas@example.net,912000000000,"03/95, Virk Road
Satna 527580",Dehradun,455587,29-06-2023,Regular,4,564.55
88130777,Darsh Gupta,xdash@example.org,918000000000,"508
Brar Path, Machilipatnam 589416",North Dumdum,424291,30-06-2023,New,16,301.23
65294340,Jasmit Kota,arjunbandi@example.com,919000000000,"53/982, Pandya Marg
Anantapur-635508",Jamalpur,835263,01-07-2023,New,17,356.29
40387944,Chavvi Gill,qabil65@example.net,914000000000,"584, Mohanty Marg, Mirzapur-256533",Parbhani,373298,02-07-2023,Regular,10,569.91
91868185,Raghav Sathe,ekaniparmer@example.org,920000000000,"00/26, Chandra Chowk, Uluberia 117916",Srinagar,517675,03-07-2023,New,1,1657.84
31846190,Charan Choudhary,tristantank@example.org,914000000000,"23/56, Kadakia Marg
Patna-321511",Kolkata,264654,04-07-2023,New,4,1176.18
15529446,Pallavi Goda,samarthpandey@example.com,911000000000,"H.No. 264
Master Chowk, Patna-122382",Haridwar,665417,05-07-2023,Premium,9,854.35
20956158,Kashish Misra,issacjalsa@example.net,918000000000,"55/77
Nadkarni Zila
Machilipatnam 232117",Kavali,767570,06-07-2023,Premium,7,312.69
68159723,Yashvi Pathak,wallaarunima@example.org,916000000000,"866, Zachariah Zila
Madurai 896328",Orai,197279,07-07-2023,New,6,1214.62
48554440,Rohan Ganesan,bhavika36@example.net,919000000000,"27/72
Raj Chowk, Bhiwani-471346",Malegaon,231443,08-07-2023,Regular,17,1354.99
966247,Jeevika Deo,sbalasubramanian@example.net,915000000000,"894, Chanda Road
Kamarhati 134874",Junagadh,410259,09-07-2023,Inactive,13,1110.76
40015980,Dipta Deshmukh,dugarpooja@example.org,920000000000,"96/245, Karnik Street
Bijapur-598528",Katni,118043,10-07-2023,New,18,1031.91
63262519,Benjamin Balakrishnan,nkaran@example.com,912000000000,"H.No. 08
Kalla Road
Udupi 906901",Karaikudi,681242,11-07-2023,Regular,10,607.45
81763298,Laban Kumar,xhanda@example.com,917000000000,"71
Chadha Marg, Tezpur 405760",Ichalkaranji,469063,12-07-2023,Premium,1,1747.14
49985597,Neel Rastogi,rachana02@example.net,911000000000,"27/024, Kumer Circle, Kurnool-562150",Kishanganj,147502,13-07-2023,Regular,3,775.73
21282544,Warda Basak,lchoudhary@example.net,920000000000,"413
Kakar Road
Ujjain 345914",Jaunpur,808063,14-07-2023,Regular,16,657.98
78868716,Sai Chhabra,mahika95@example.net,912000000000,"H.No. 581
Prabhakar Road, Morena 912519",Madhyamgram,179333,15-07-2023,Inactive,5,1774.41
30733165,Gaurang Grewal,gramesh@example.org,917000000000,"94/94, Hayer Ganj, Dhanbad-672298",Ujjain,119364,16-07-2023,Inactive,10,1609.11
78678612,Kritika Padmanabhan,divyaluthra@example.com,920000000000,"H.No. 71
Shroff Nagar, Bellary-820754",Mehsana,505469,17-07-2023,Premium,1,795.06
48511124,Girish Shankar,aggarwalhenry@example.org,913000000000,"H.No. 39, Sekhon Street, Sagar 312966",Korba,315557,18-07-2023,Inactive,10,1076.14
26412689,Yadavi Rastogi,hemanimander@example.net,916000000000,"H.No. 486, Chaudhary Road
Gangtok-942061",Bahraich,693005,19-07-2023,Regular,1,1700.46
26303194,Janaki Parsa,bhargavanachiket@example.org,911000000000,"49
Varghese Road, Raichur-972279",Pali,544786,20-07-2023,Premium,18,1045.94
93735495,Urvi Prasad,sanyathaman@example.org,915000000000,"H.No. 537, Solanki Nagar, Adoni-229163",Jehanabad,984732,21-07-2023,Regular,7,871.15
8395610,Ranveer Subramanian,gourkeya@example.org,920000000000,"892, Shukla Path
Nandyal 578526",Erode,820741,22-07-2023,Inactive,18,294.53
41640262,Vihaan Gola,samesh12@example.com,914000000000,"708
Rao Nagar
Gandhidham-720600",Ulhasnagar,275919,23-07-2023,Inactive,9,1805.87
60618999,Lopa Vig,dalbir15@example.org,916000000000,"551, Sawhney Road
Satna 010828",Pudukkottai,596613,24-07-2023,Regular,15,1631.96
77220027,Aryan Krish,agatedaksh@example.com,912000000000,"18/938, Pai Marg
Aurangabad 807716",Coimbatore,387538,25-07-2023,Premium,16,551.81
32019725,Tarak Rout,nitarabatta@example.net,918000000000,"H.No. 952, Munshi Zila
Pondicherry 250063",Panchkula,791364,26-07-2023,Premium,19,1169.96
38709137,Neha Gade,lmahal@example.com,917000000000,"34/477, Bali Ganj, Udaipur 580186",Mau,855661,27-07-2023,Inactive,18,1307.64
11540364,Jonathan Virk,wiyer@example.net,919000000000,"H.No. 14, Bir Path
Ujjain 314070",Firozabad,94033,28-07-2023,New,20,517.32
59207798,Chakrika Bhargava,omlopa@example.org,913000000000,"18
Master Zila
Miryalaguda 319766",Ballia,78765,29-07-2023,Premium,4,1441.64
10797688,Sudiksha Mannan,janigauri@example.net,911000000000,"782, Golla Ganj
Kottayam-979207",Bathinda,220981,30-07-2023,New,7,1017.39
88965399,Darsh Sura,yachanabalakrishnan@example.net,916000000000,"H.No. 599
Menon Path, Kalyan-Dombivli 164642",Guntur,563500,31-07-2023,Regular,3,1144.21
10608845,Aadi Gole,vbalan@example.com,919000000000,"69/876, Varughese Path
Tadipatri 100656",Bhilwara,702163,01-08-2023,Premium,2,735.36
28603182,Karan Narayan,zaid12@example.net,916000000000,"470
Ravi Ganj, Ulhasnagar-033422",South Dumdum,663469,02-08-2023,New,11,490.13
1152215,Yachana Pathak,chakradevnigam@example.org,913000000000,"067, Rao Street
Motihari 908674",Dhanbad,251590,03-08-2023,Inactive,2,1637.43
24357425,Wriddhish Munshi,nazaretharin@example.net,919000000000,"H.No. 36, Dani Nagar, Madurai-481558",Farrukhabad,399792,04-08-2023,Inactive,6,798.18
93924203,Xalak Goyal,iyengaryashoda@example.net,919000000000,"H.No. 86
Bath Path, Aligarh 524302",Jorhat,23557,05-08-2023,Premium,18,1360.15
61406908,Harrison Mistry,abhimanyu55@example.org,919000000000,"H.No. 08, Deo
Aizawl-412973",Deoghar,365307,06-08-2023,Regular,1,458.39
78841932,Bhavani Rai,varkeyalexander@example.com,915000000000,"H.No. 104
Tak Ganj, Bhatpara 028985",Guna,907803,07-08-2023,Inactive,4,979.63
67310893,Idika Patla,arya77@example.org,918000000000,"91/165, Dewan Circle
Ajmer-980052",Chennai,286135,08-08-2023,New,19,1592.94
666589,Kevin Bassi,jainchandani@example.net,912000000000,"25/224
Soni Ganj
Visakhapatnam-398942",Morbi,852969,09-08-2023,Regular,15,465.38
73639935,Urvi Deo,talwargautami@example.com,911000000000,"12/820, Radhakrishnan Ganj
Aligarh-496495",Medininagar,528705,10-08-2023,Inactive,10,360.91
51592174,Jasmit Sura,anusha59@example.com,912000000000,"H.No. 821, Barman Street
Bhagalpur 755691",Secunderabad,271886,11-08-2023,New,2,794.83
12338529,Rishi Nayak,yash47@example.org,912000000000,"59/031
Kohli Road, Bhilwara 572342",Bangalore,448389,12-08-2023,New,11,347.1
81757554,Yagnesh Nadkarni,srinivasnisha@example.net,920000000000,"46/12, Dash Street, Ujjain 348748",Shimoga,591693,13-08-2023,Premium,12,1815.02
95372766,Hitesh Morar,ikbalwagle@example.org,914000000000,"06
Dixit
Bahraich 227315",Latur,609032,14-08-2023,Regular,9,629.05
28111842,Charles Kannan,amrita30@example.org,915000000000,"55
Setty Ganj
Bijapur-974804",Tirunelveli,734693,15-08-2023,Premium,8,1892.45
27878182,Qabil Lata,aarnav41@example.com,911000000000,"76/44, Lata
Jhansi-232629",Thoothukudi,474639,16-08-2023,Inactive,1,1023.51
27353891,Gabriel Ahluwalia,tahuja@example.com,917000000000,"295, Varty
Jabalpur-431897",Parbhani,889940,17-08-2023,Premium,20,1110.61
19179897,Tarak Nagi,dasoliver@example.net,918000000000,"H.No. 031
Subramaniam Street
Tezpur 787717",Orai,757209,18-08-2023,Premium,18,1491.58
63630649,Indira Golla,atikhanna@example.org,913000000000,"44/45
Kamdar Path, Mumbai 535037",Vijayawada,178528,19-08-2023,Premium,8,1626.79
16359370,Harsh Gaba,zayan66@example.org,919000000000,"H.No. 384
Yohannan Chowk, Nanded-222053",South Dumdum,945900,20-08-2023,Premium,1,1352.7
92123198,Diya Munshi,garimadutt@example.com,916000000000,"H.No. 86
Rastogi Road
Tiruchirappalli 971518",Bidar,505894,21-08-2023,Regular,8,224.01
77306672,Bina Seshadri,qsaha@example.com,919000000000,"58
Balay Nagar, Berhampore 873691",Motihari,249750,22-08-2023,Regular,20,456.24
67696145,Isaac Rattan,yuvrajkant@example.net,920000000000,"79/94, Kuruvilla Road, Bihar Sharif-023568",Bettiah,523966,23-08-2023,Regular,18,482.94
29902416,Falak Choudhry,gautampandit@example.org,919000000000,"08/63
Bhatt Path
Khammam-521999",Tenali,401415,24-08-2023,Inactive,18,1010.11
11446157,Nidhi Borra,upadhriti34@example.org,912000000000,"99/071, Dua Street, Sultan Pur Majra-817622",Shimoga,681393,25-08-2023,Inactive,8,400.97
84377964,Saumya Babu,palleta@example.com,920000000000,"49, Deol Nagar, Khammam 908157",Tezpur,257432,26-08-2023,Inactive,13,1458.37
12591752,Zilmil Krishna,ukant@example.org,919000000000,"116, Korpal Ganj
Junagadh 903149",Singrauli,711091,27-08-2023,Inactive,14,740.4
4940671,Sarthak Doshi,fariq53@example.org,911000000000,"42, Mand Nagar
Kolkata-949731",Silchar,431653,28-08-2023,Inactive,7,494.03
88111697,Ronith Rajagopal,hemalkala@example.org,920000000000,"68/88
Bhargava Marg, Rajahmundry-132192",Ballia,413102,29-08-2023,Regular,4,1731.14
98241853,Lila Mangal,reddydamini@example.com,912000000000,"99/06
Kala Zila
Gandhidham 366062",Vellore,575103,30-08-2023,Premium,19,1203.76
75482,Jeet Gandhi,amrita05@example.net,917000000000,"95/861, Jaggi, Sikar-343285",Korba,298093,31-08-2023,Regular,13,1938.38
6291143,Banjeet Oak,abhatia@example.com,918000000000,"56/942
Rajan Road
Mysore 031754",Yamunanagar,135844,01-09-2023,Inactive,19,1934.37
20209237,Anthony Ratti,aryan46@example.com,919000000000,"44/934, Varma Marg
Thiruvananthapuram-851021",Shimoga,467793,02-09-2023,Regular,19,1121.1
85435560,Viraj Nair,krishnavedhika@example.org,919000000000,"32/80
Rajan Zila, Anantapur 869770",Ludhiana,660678,03-09-2023,Inactive,8,1309
68063317,Reva Rajagopal,lavanya06@example.com,916000000000,"95, Bahl Zila
Kirari Suleman Nagar-350381",Muzaffarnagar,732932,04-09-2023,Inactive,4,1316.23
82594354,Harinakshi Sule,ocontractor@example.net,920000000000,"H.No. 608
Dhawan Ganj
Nizamabad 291392",Avadi,345071,05-09-2023,Regular,7,321.8
51040116,Inaya Pillai,wyattsavant@example.com,912000000000,"77
Mistry Ganj, Unnao-632141",Berhampur,595645,06-09-2023,Regular,11,783.03
78053306,Meera Naik,sdeo@example.org,915000000000,"96/063
Aggarwal Ganj, Kozhikode 808109",Visakhapatnam,436981,07-09-2023,Inactive,6,1037.09
66761643,Samuel Mukherjee,wriddhishwagle@example.net,916000000000,"63
Goel Zila
Ichalkaranji 944267",Anand,695591,08-09-2023,Regular,20,1432.01
81932548,Baghyawati Gill,vaishnaviagrawal@example.com,914000000000,"227
Panchal Ganj, Raiganj 028467",Etawah,439705,09-09-2023,Premium,12,1508.41
19682060,Hamsini Swamy,vedhikasawhney@example.net,918000000000,"14/652
Ganesan Nagar, Patna-892135",Jehanabad,273810,10-09-2023,Inactive,4,850.2
1719710,Pushti Sabharwal,ramachandranharini@example.com,914000000000,"49, Halder Circle, Dindigul-895174",Giridih,798390,11-09-2023,New,2,1332.82
74195536,Champak Chhabra,ishanviratti@example.org,917000000000,"21/29
Yohannan, Ambarnath-175439",Amaravati,861407,12-09-2023,Premium,5,650.62
15534747,Oviya Luthra,edhar@example.org,913000000000,"H.No. 51, Mahajan Street
Dehradun 313062",Kadapa,76910,13-09-2023,Inactive,15,362.34
95558510,Ekaraj Halder,jairaj73@example.com,911000000000,"59, Raj, Tenali 078584",Bhind,565088,14-09-2023,Inactive,5,466.28
767523,Maya Khosla,khannaijaya@example.org,919000000000,"H.No. 10
Venkatesh Street, Kakinada 570578",Vasai-Virar,375272,15-09-2023,Inactive,13,1737.28
55056284,Devika Lal,kamdarkalpit@example.com,912000000000,"H.No. 812, Iyengar Path
Jaunpur 333582",Ichalkaranji,969027,16-09-2023,Inactive,11,373.44
86167288,Rachana Rajagopal,cratta@example.net,918000000000,"H.No. 292
Baral Nagar
Bettiah-410932",Nagpur,155646,17-09-2023,Inactive,1,1049.94
96511007,Hema Mannan,minhasria@example.net,915000000000,"25/07
Sarraf Ganj
Ajmer-104308",Dindigul,470156,18-09-2023,New,14,1243.4
31084686,Jai Ramaswamy,ylad@example.net,914000000000,"60/650, Yogi Road
Baranagar 657937",Aurangabad,587018,19-09-2023,Regular,4,893.55
99594960,Amaira Tak,inarang@example.net,919000000000,"14/029
Rajan
Shimoga-387010",Madanapalle,446417,20-09-2023,Inactive,16,1475.23
53815931,Praneel Sekhon,dalbirganguly@example.org,913000000000,"06, Bedi, Sonipat-496094",Jaipur,663082,21-09-2023,Inactive,17,1739.94
21597477,Mugdha Chaudhuri,varshadate@example.net,914000000000,"H.No. 85, Johal Path, Nadiad 338564",Bhopal,801132,22-09-2023,Inactive,18,246.42
243838,Sudiksha Nagar,chandanikrish@example.net,914000000000,"H.No. 58
Cherian Zila
Dhule 851724",Visakhapatnam,865844,23-09-2023,New,11,1158.27
15484407,Saksham Kaur,nathmohammed@example.net,912000000000,"45, Gera Path, Medininagar-812341",Kakinada,457519,24-09-2023,Premium,18,560.95
21677923,Lipika Mukhopadhyay,masonnayar@example.net,916000000000,"045
Nath Circle, Nagpur-291495",Kakinada,247798,25-09-2023,New,17,465.55
24845814,Harshil Shukla,vedhikavora@example.net,914000000000,"H.No. 189
Brahmbhatt
Shimoga 947864",Raipur,46092,26-09-2023,Regular,17,423.79
99893898,Vedant Master,forumwable@example.com,916000000000,"123, Manda Circle, Dehradun 286985",Berhampore,893327,27-09-2023,New,16,365.4
95856869,Bahadurjit Ratta,dinradhika@example.org,915000000000,"H.No. 031, Lala Nagar, Nandyal 203236",Tirupati,650085,28-09-2023,New,12,531.83
40275138,Eiravati Thaker,umangbabu@example.net,914000000000,"14/926
Goswami Nagar
Bhiwani-379094",Bathinda,833704,29-09-2023,Inactive,18,1468.32
12814732,Janya Soni,shenoyharita@example.net,918000000000,"054
Acharya Ganj, Dhanbad 214980",Karaikudi,768626,30-09-2023,Regular,8,1473.36
4057678,Brijesh Khalsa,rrai@example.org,920000000000,"96/44, Bhargava
Bikaner 112116",Kadapa,383118,01-10-2023,Inactive,19,882.63
46682777,Simon Parekh,vigekiya@example.org,915000000000,"22
Balay Road
Thanjavur 478790",Medininagar,705746,02-10-2023,Inactive,10,600.09
10562528,Udant Dada,odika72@example.com,916000000000,"H.No. 19, Taneja Ganj, Malda-646819",Udaipur,579690,03-10-2023,Premium,12,887.02
31978160,Kiaan Khare,januja42@example.net,914000000000,"H.No. 76, Sharma Zila
Bharatpur 622055",Saharanpur,506540,04-10-2023,New,8,1881.61
14207332,Ucchal Uppal,epandya@example.com,911000000000,"88, Contractor
Silchar 827375",Aligarh,571862,05-10-2023,Regular,18,1263.17
76019750,Omisha Balan,advaithsahota@example.com,914000000000,"91, Uppal Path
Guwahati 827046",Thiruvananthapuram,320360,06-10-2023,New,20,310.83
36833857,Omya Banik,jeet65@example.org,914000000000,"19
Dada Marg, Hajipur-162049",Silchar,319422,07-10-2023,Premium,7,1882.18
84275450,Frederick Sem,ucchalsingh@example.com,920000000000,"50/504
Sha Zila
Agra-731162",Nellore,809285,08-10-2023,Premium,17,239.05
6367136,Yashica Jayaraman,kmane@example.org,910000000000,"47/70
Kalita Road
Jalgaon-197155",Rohtak,337064,09-10-2023,Regular,18,1662.44
27049432,Mitali Shankar,sahotaudarsh@example.net,917000000000,"91/62
Chandra, Ambala-225973",Nagaon,68240,10-10-2023,Premium,1,1866.16
69863493,Yashica Madan,jsehgal@example.com,914000000000,"36, Rau Circle
Meerut-833400",Junagadh,342288,11-10-2023,Regular,6,1620.01
35349582,Raksha Kalla,qvohra@example.net,912000000000,"159, Sahni Circle, Panihati 063296",Bhilai,563148,12-10-2023,Premium,6,932.85
20148223,Manbir Dua,schar@example.org,911000000000,"H.No. 573, Comar Road, Proddatur-125060",Kamarhati,675142,13-10-2023,Inactive,5,599.99
46684081,Darika Hans,shahaarna@example.com,910000000000,"223, Jani Road
Hindupur 177571",Ghaziabad,519748,14-10-2023,Premium,11,1225.01
49795571,Rajata Agrawal,charvikurian@example.net,912000000000,"43/482
Munshi Zila, Khandwa 356038",Loni,73093,15-10-2023,Premium,13,401.72
44935198,Chakrika Divan,wazirpandit@example.org,918000000000,"80/85, Thakkar Circle, Bikaner 110079",Tumkur,112464,16-10-2023,New,14,973.32
74515162,Aarnav Parsa,miteshvarghese@example.org,910000000000,"72
Koshy, Pali 271238",Durgapur,233703,17-10-2023,New,10,1605.13
54885705,David Date,ojasvisandhu@example.com,916000000000,"74/94, Badal Nagar, Jalna 695558",Amritsar,359792,18-10-2023,Premium,13,432.05
96793479,Abhimanyu Venkataraman,wramakrishnan@example.com,916000000000,"70, Wali Marg, Saharanpur-050662",Ambarnath,540050,19-10-2023,Inactive,18,1185.01
87335844,Chandran Chakraborty,nborah@example.com,917000000000,"218
Bedi Chowk, Nangloi Jat 363286",Shivpuri,133563,20-10-2023,Premium,11,1770.89
67340606,Onkar Arya,lekharadhakrishnan@example.org,920000000000,"H.No. 08, Goda Street
Madurai 153185",Tirunelveli,991020,21-10-2023,Premium,6,263.58
72667140,Neelima Raj,benharrison@example.net,913000000000,"00/569
Hayer Street, Srinagar 199551",Mysore,827748,22-10-2023,Premium,9,1106.22
71956734,Sneha Chaudhuri,kalasaanvi@example.org,913000000000,"759
Sahni Marg
Parbhani 296580",Adoni,396862,23-10-2023,New,8,1219.73
8536503,Ubika Om,daminikala@example.com,911000000000,"76/125, Bora Chowk
Bharatpur-089713",Ramagundam,111678,24-10-2023,Regular,9,399.57
70179018,Sai Brar,shaoni@example.net,917000000000,"H.No. 689
Tara Chowk
Phagwara-194850",Bhiwani,759090,25-10-2023,New,5,1725.79
68219091,Tanvi Dixit,deourvi@example.com,917000000000,"26
Shah Road, Nadiad 221103",Ongole,443175,26-10-2023,Regular,16,529.87
71890882,Mitali Parsa,khalsazaid@example.org,919000000000,"65
Balasubramanian Road, Akola 312577",Fatehpur,316173,27-10-2023,Premium,6,907.37
44928499,Aarav Andra,sonikabir@example.org,911000000000,"H.No. 730
Saraf Marg, Lucknow-500239",Ramgarh,227609,28-10-2023,New,10,915.27
35302195,Garima Chahal,wyatt01@example.com,915000000000,"467
Bains Ganj
Allahabad-875803",Maheshtala,476166,29-10-2023,New,16,420.19
25641500,Harshil Vaidya,michaelthakur@example.org,910000000000,"H.No. 76, Kamdar Street
Nizamabad 170922",Sultan Pur Majra,580141,30-10-2023,Premium,18,241.19
29272253,Brijesh Nadkarni,gaurangigarg@example.com,916000000000,"52
Subramaniam Road, Ozhukarai-599981",Kolhapur,373917,31-10-2023,New,18,1282.7
30643619,Ethan Nagi,dmukherjee@example.com,920000000000,"219, Ratti Street
Gwalior 736989",Shimla,499186,01-11-2023,Inactive,5,1084.47
40800762,Pranav Dar,urvashi38@example.org,916000000000,"70/167, Gaba Ganj
Madhyamgram 684375",Pallavaram,455611,02-11-2023,Inactive,10,1781.9
74212242,Netra Kaul,manya42@example.org,919000000000,"78
Nagy Street, Giridih-598307",Allahabad,725534,03-11-2023,Premium,2,1065.52
30265929,Nandini Brahmbhatt,dixitganga@example.org,918000000000,"32/39
Natt Ganj
Thrissur-034713",Nizamabad,844891,04-11-2023,Premium,15,1388.33
22321208,Pratyush Bedi,praneel86@example.net,913000000000,"74/583
Kapoor Nagar
Buxar-561567",Ballia,740752,05-11-2023,Regular,18,558.66
60385293,Edhitha Pandey,hchaudry@example.org,912000000000,"30/01, Pillay Road
Jammu-165930",Medininagar,950046,06-11-2023,Premium,17,228.44
94137242,Rohan Mallick,wasonmohammed@example.net,917000000000,"H.No. 80, Varty Street, Narasaraopet-597623",Bhagalpur,104396,07-11-2023,New,14,1592.85
45477575,Aarna Bawa,kondajagdish@example.com,913000000000,"14/351, Agarwal Path
Medininagar 636193",Vellore,117423,08-11-2023,Inactive,4,327.93
